hotel_id,hotel_name,hotel_url
ho463481,Lavender Inn Permas,https://sg.hotels.com/ho463481/
ho867136448,B27-07 Ais Kacang Sweet Home Pinnacle Tower,https://sg.hotels.com/ho867136448/
ho724398688,Teega Suites by Subhome,https://sg.hotels.com/ho724398688/
ho645750,Insta Hotel,https://sg.hotels.com/ho645750/
ho698398,WF Hotel,https://sg.hotels.com/ho698398/
ho774556384,Teega Suites - Puteri Harbour - JCL,https://sg.hotels.com/ho774556384/
ho683751136,Kireinn Hotel Batam,https://sg.hotels.com/ho683751136/
ho404498,Grands i Hotel,https://sg.hotels.com/ho404498/
ho502581,Amansari Residence Resort,https://sg.hotels.com/ho502581/
ho573548,Clover Hotel,https://sg.hotels.com/ho573548/
ho628538,Batam Harbour Hotel & Spa,https://sg.hotels.com/ho628538/
ho590292,Paragon Serviced Suites @ Straits View,https://sg.hotels.com/ho590292/
ho478539,Gideon Hotel Batam,https://sg.hotels.com/ho478539/
ho412598,Grand Sentosa Hotel,https://sg.hotels.com/ho412598/
ho624631776,D'Esplanade Residence - Sweet Dreams @ Johor City Mall,https://sg.hotels.com/ho624631776/
ho806808704,Hotel Perling by VE Vantage,https://sg.hotels.com/ho806808704/
ho553218,Greenland Hotel Batam,https://sg.hotels.com/ho553218/
ho474893,Formosa Hotel,https://sg.hotels.com/ho474893/
ho663792,Grand World Hotel,https://sg.hotels.com/ho663792/
ho823901728,Pinnacle Towers - JCL,https://sg.hotels.com/ho823901728/
ho633900,OYO 232 Hotel De Angsana,https://sg.hotels.com/ho633900/
ho866129984,Summer Homestay Apartment D’Esplanades,https://sg.hotels.com/ho866129984/
ho533669,Nagoya One Hotel,https://sg.hotels.com/ho533669/
ho474905,Venesia Hotel,https://sg.hotels.com/ho474905/
ho404967,Harbourbay Amir Hotel,https://sg.hotels.com/ho404967/
ho591885,Batam Star Hotel,https://sg.hotels.com/ho591885/
ho464126,Hotel CIQ,https://sg.hotels.com/ho464126/
ho553217,Kaliban Hotel,https://sg.hotels.com/ho553217/
ho554574,Belllo Hotel JB Central,https://sg.hotels.com/ho554574/
ho538450,Lavender Inn Nusa,https://sg.hotels.com/ho538450/
ho411978,KSL Hotel & Resort,https://sg.hotels.com/ho411978/
ho554488,Hotel Masai Utama,https://sg.hotels.com/ho554488/
ho635078,Eatern Hotel,https://sg.hotels.com/ho635078/
ho571126,Lace Boutique Hotel,https://sg.hotels.com/ho571126/
ho882167072,Rumah Joho Guesthouse,https://sg.hotels.com/ho882167072/
ho639068512,JS Hotel Johor Jaya,https://sg.hotels.com/ho639068512/
ho751300128,Home 29 JB,https://sg.hotels.com/ho751300128/
ho607173408,G5 Hotel and Services Apartment,https://sg.hotels.com/ho607173408/
ho702312,The Grand Jade Hotel,https://sg.hotels.com/ho702312/
ho756545824,Panbil Residence Apartment Batam,https://sg.hotels.com/ho756545824/
ho755897792,3R2B Seaview Condo,https://sg.hotels.com/ho755897792/
ho548167,Swiss-Inn Johor Bahru,https://sg.hotels.com/ho548167/
ho673848,OYO 297 Elmark Hotel,https://sg.hotels.com/ho673848/
ho336705,Swiss-Belinn Batam,https://sg.hotels.com/ho336705/
ho683820128,Boutique Hotel 01,https://sg.hotels.com/ho683820128/
ho387946,Silka Johor Bahru,https://sg.hotels.com/ho387946/
ho747467968,Prince 33 Hotel,https://sg.hotels.com/ho747467968/
ho842654112,Country Gardens Danga Bay - JCL,https://sg.hotels.com/ho842654112/
ho553214,Blitz Hotel,https://sg.hotels.com/ho553214/
ho413360,New York Hotel,https://sg.hotels.com/ho413360/
ho483157,Hotel Alam Indigo,https://sg.hotels.com/ho483157/
ho563694,The Six Residences at JB Sentosa,https://sg.hotels.com/ho563694/
ho426659,Zoom Inn Boutique Hotel,https://sg.hotels.com/ho426659/
ho510243136,Ibis Styles Batam Nagoya,https://sg.hotels.com/ho510243136/
ho563714,Elmark Hotel,https://sg.hotels.com/ho563714/
ho619783616,1 Tebrau Suites by Subhome,https://sg.hotels.com/ho619783616/
ho626321952,Barelang Hotel,https://sg.hotels.com/ho626321952/
ho478418,Hotel Vistaria,https://sg.hotels.com/ho478418/
ho478801,Lucky Hotel,https://sg.hotels.com/ho478801/
ho399251,Batam View Beach Resort,https://sg.hotels.com/ho399251/
ho697388,Eight Days Boutique Hotel @ Permas Jaya,https://sg.hotels.com/ho697388/
ho637136,LS Hotel,https://sg.hotels.com/ho637136/
ho590054,Amerin Hotel Johor Bahru,https://sg.hotels.com/ho590054/
ho639586304,Woda Villa & Spa,https://sg.hotels.com/ho639586304/
ho590330,Beacon Inn,https://sg.hotels.com/ho590330/
ho440465,Bliss Boutique Hotel,https://sg.hotels.com/ho440465/
ho664425,TKL Hotel,https://sg.hotels.com/ho664425/
ho406974,ēRYA by SURIA Johor Bahru,https://sg.hotels.com/ho406974/
ho621739168,Crescendo Boutique Hotel,https://sg.hotels.com/ho621739168/
ho544548,Lovina Inn Penuin,https://sg.hotels.com/ho544548/
ho461892,Mood Hotel,https://sg.hotels.com/ho461892/
ho592936,The L Hotel Entertainment,https://sg.hotels.com/ho592936/
ho781096224,Radziah's Suite Country Garden,https://sg.hotels.com/ho781096224/
ho629566048,Grand Belllo Hotel JBCC,https://sg.hotels.com/ho629566048/
ho679764,M+ Boutique Hotel,https://sg.hotels.com/ho679764/
ho638953,Smiling hill Apartments & Guesthouse,https://sg.hotels.com/ho638953/
ho357953,Hotel Sentral Johor Bahru,https://sg.hotels.com/ho357953/
ho685561,V3 Hotel & Residence Seri Alam,https://sg.hotels.com/ho685561/
ho631414496,Mdm Woon's at D'Secret Garden,https://sg.hotels.com/ho631414496/
ho798154880,Super Convenient @ Desa Tebrau Johor Bahru,https://sg.hotels.com/ho798154880/
ho486537,Somerset Puteri Harbour Iskandar Puteri,https://sg.hotels.com/ho486537/
ho702663,Country Garden Forest City Phoenix Hotel,https://sg.hotels.com/ho702663/
ho460053,Crystal Crown Hotel,https://sg.hotels.com/ho460053/
ho552477,Standard Hotel,https://sg.hotels.com/ho552477/
ho465504,Hotel Seri Malaysia Johor Bahru,https://sg.hotels.com/ho465504/
ho767742848,Flyk Hotel,https://sg.hotels.com/ho767742848/
ho657468,The Square Hotel,https://sg.hotels.com/ho657468/
ho440556,Tropical Inn,https://sg.hotels.com/ho440556/
ho626312192,Check-In Hotel,https://sg.hotels.com/ho626312192/
ho644433,Aviari Hotel,https://sg.hotels.com/ho644433/
ho651074,Amansari Hotel Nusajaya,https://sg.hotels.com/ho651074/
ho606373,The Leverage Business Hotel Skudai,https://sg.hotels.com/ho606373/
ho798151488,Best Walkable Location @ Desa Tebrau Johor Bahru,https://sg.hotels.com/ho798151488/
ho621397,Holi 1Medini Suites,https://sg.hotels.com/ho621397/
ho806401632,Nusajaya Homestay,https://sg.hotels.com/ho806401632/
ho571447,The Hills Batam,https://sg.hotels.com/ho571447/
ho770176608,Family Suite DESA TEBRAU JOHOR BAHRU,https://sg.hotels.com/ho770176608/
ho649555360,Holi Afiniti Themed Suites,https://sg.hotels.com/ho649555360/
ho850383936,Forest City Golf Hotel,https://sg.hotels.com/ho850383936/
ho640913664,Minimalist Hotel,https://sg.hotels.com/ho640913664/
ho478683,Okid Cottage Hotel,https://sg.hotels.com/ho478683/
ho583029,Hotel Seruni Internasional,https://sg.hotels.com/ho583029/
ho475454,JB Central Hotel,https://sg.hotels.com/ho475454/
ho717915232,The Loft,https://sg.hotels.com/ho717915232/
ho616182048,ZEN Rooms Skudai,https://sg.hotels.com/ho616182048/
ho735053184,Hotel Holmes GP,https://sg.hotels.com/ho735053184/
ho735772736,Green Rose Hotel,https://sg.hotels.com/ho735772736/
ho570201,Millesime Hotel,https://sg.hotels.com/ho570201/
ho798255360,The Woody @ Desa Tebrau,https://sg.hotels.com/ho798255360/
ho798148992,Homestay @ AEON Desa Tebrau,https://sg.hotels.com/ho798148992/
ho541736,Erica Hotel,https://sg.hotels.com/ho541736/
ho625010848,Hotel Ariana @ Iskandar,https://sg.hotels.com/ho625010848/
ho673557,OYO 292 Stella Hotel,https://sg.hotels.com/ho673557/
ho544807,Lovina Inn Nagoya,https://sg.hotels.com/ho544807/
ho374019,Triniti Hotel Batam,https://sg.hotels.com/ho374019/
ho461790,J Hotel,https://sg.hotels.com/ho461790/
ho626302688,Hotel Fresh One,https://sg.hotels.com/ho626302688/
ho491749,The Centro Hotel & Residence by Orchardz,https://sg.hotels.com/ho491749/
ho644329,Austin Heights Golf and Hotel Resort,https://sg.hotels.com/ho644329/
ho645552,1 Million Hotel,https://sg.hotels.com/ho645552/
ho451328,Hermess Hotel,https://sg.hotels.com/ho451328/
ho629081856,Hotel Gloris,https://sg.hotels.com/ho629081856/
ho481369,JB City Hotel,https://sg.hotels.com/ho481369/
ho590296,V8 Hotel,https://sg.hotels.com/ho590296/
ho470638,Golden Court Hotel,https://sg.hotels.com/ho470638/
ho651085,Hotel Suan Bee,https://sg.hotels.com/ho651085/
ho643755,T-Hotel Johor Bahru,https://sg.hotels.com/ho643755/
ho590750,The Vintage Hotel,https://sg.hotels.com/ho590750/
ho396688,Montigo Resorts Nongsa,https://sg.hotels.com/ho396688/
ho798156640,De Garden @ Desa Tebrau Johor Bahru,https://sg.hotels.com/ho798156640/
ho548111,Hotel Ria,https://sg.hotels.com/ho548111/
ho561563,Sky View Hotel,https://sg.hotels.com/ho561563/
ho891458496,Dajie Avenue Hotel,https://sg.hotels.com/ho891458496/
ho480174,Princeton Hotel,https://sg.hotels.com/ho480174/
ho606640448,Baguss Homestay,https://sg.hotels.com/ho606640448/
ho444650,In@Hotel,https://sg.hotels.com/ho444650/
ho646100928,D'Grande Hotel,https://sg.hotels.com/ho646100928/
ho483310,Hotel 193,https://sg.hotels.com/ho483310/
ho590642,Dju Dju Hotel,https://sg.hotels.com/ho590642/
ho608186,ZEN Rooms Near Ferry Terminal Batam Centre,https://sg.hotels.com/ho608186/
ho645061,JS Hotel,https://sg.hotels.com/ho645061/
ho691016096,ZEN Rooms Nusajaya,https://sg.hotels.com/ho691016096/
ho641947200,1Tebrau Premium Suites by 12stay,https://sg.hotels.com/ho641947200/
ho683254720,Hotel Puri Ksatria,https://sg.hotels.com/ho683254720/
ho514433,I Leaf Boutique Hotel,https://sg.hotels.com/ho514433/
ho606062080,Natura Hotel,https://sg.hotels.com/ho606062080/
ho632485984,NewStar Homestay,https://sg.hotels.com/ho632485984/
ho634321184,D'Carlton Resort,https://sg.hotels.com/ho634321184/
ho674954,RJ Hotel Skudai,https://sg.hotels.com/ho674954/
ho702217,V3 Hotel Taman Gaya,https://sg.hotels.com/ho702217/
ho673506,OYO 270 Home Stay Link Inn,https://sg.hotels.com/ho673506/
ho664424,Big Big Hotel,https://sg.hotels.com/ho664424/
ho449801,Rooms Boutique Hotel,https://sg.hotels.com/ho449801/
ho634347104,Legenda Boutique Hotel,https://sg.hotels.com/ho634347104/
ho535121,Cittic Hotel,https://sg.hotels.com/ho535121/
ho478242,Mutiara Johor Bahru,https://sg.hotels.com/ho478242/
ho456096,I-Style Hotel,https://sg.hotels.com/ho456096/
ho611632736,V3 Hotel Nusajaya,https://sg.hotels.com/ho611632736/
ho644843,sky inn express,https://sg.hotels.com/ho644843/
ho645078,Hotel Austin Paradise - Pulai Utama,https://sg.hotels.com/ho645078/
ho570575,D Elegance Hotel,https://sg.hotels.com/ho570575/
ho471887,Euro Hotel Johor Bahru,https://sg.hotels.com/ho471887/
ho618513280,Suntec Hotel,https://sg.hotels.com/ho618513280/
ho497640,MZ Hotel,https://sg.hotels.com/ho497640/
ho888385952,Hotel By The Park,https://sg.hotels.com/ho888385952/
ho697422,8 Days Boutique Hotel @ Mount Austin JB,https://sg.hotels.com/ho697422/
ho644117,Hotel Austin Paradise - Mount Austin,https://sg.hotels.com/ho644117/
ho648217,Warm Blanket Hotel - Hostel,https://sg.hotels.com/ho648217/
ho633913,OYO 206 Hotel Ledang Utama,https://sg.hotels.com/ho633913/
ho683763456,Lai Lai Mutiara Hotel,https://sg.hotels.com/ho683763456/
ho670651,Vanilla Hotel,https://sg.hotels.com/ho670651/
ho645905,The Golden Bay Hotel Batam,https://sg.hotels.com/ho645905/
ho555750,Zest Hotel Harbour Bay,https://sg.hotels.com/ho555750/
ho666379,New Boutique Hotel,https://sg.hotels.com/ho666379/
ho618735,ZEN Rooms Near Nagoya Square,https://sg.hotels.com/ho618735/
ho461458,I am Jazz Boutique Hotel,https://sg.hotels.com/ho461458/
ho402231,Grand Hallmark Hotel (Johor Bahru),https://sg.hotels.com/ho402231/
ho627712,Baguss City Hotel,https://sg.hotels.com/ho627712/
ho405669,Crown Vista Hotel,https://sg.hotels.com/ho405669/
ho686407200,LT Tropez Homestay,https://sg.hotels.com/ho686407200/
ho397943,Nongsa Point Marina & Resort,https://sg.hotels.com/ho397943/
ho660485024,Yes I Do Chapel - NewStar Homestay No.2,https://sg.hotels.com/ho660485024/
ho697429,Eight Days Boutique Hotel @ ImpianEmas Skudai,https://sg.hotels.com/ho697429/
ho693662,Double K Hostel Johor Bahru,https://sg.hotels.com/ho693662/
ho887429632,Sinar Eco Resort,https://sg.hotels.com/ho887429632/
ho441825,LEGOLAND Malaysia Resort,https://sg.hotels.com/ho441825/
ho416628,"Capri by Fraser, Changi City Singapore",https://sg.hotels.com/ho416628/
ho112862,Novotel Singapore Clarke Quay,https://sg.hotels.com/ho112862/
ho457225,DoubleTree by Hilton Hotel Johor Bahru,https://sg.hotels.com/ho457225/
ho561109,Somerset Medini Iskandar Puteri,https://sg.hotels.com/ho561109/
ho666386,five6 Hotel Splendour,https://sg.hotels.com/ho666386/
ho593432,The Southbridge Hotel,https://sg.hotels.com/ho593432/
ho457090,Harmoni One Convention Hotel & Service Apartments,https://sg.hotels.com/ho457090/
ho648492,Hotel Mono,https://sg.hotels.com/ho648492/
ho557863,Treetops Executive Residences,https://sg.hotels.com/ho557863/
ho464180,The Seacare Hotel,https://sg.hotels.com/ho464180/
ho390624,HARRIS Hotel Batam Center,https://sg.hotels.com/ho390624/
ho150580,Grand Copthorne Waterfront,https://sg.hotels.com/ho150580/
ho464599,Innotel Hotel,https://sg.hotels.com/ho464599/
ho211776,"Fraser Place Robertson Walk, Singapore",https://sg.hotels.com/ho211776/
